F1: 0.02597,Precision: 0.02597,Recall: 0.02597,,
1,46,Atlanta,http://dbpedia.org/resource/Atlanta_Open_(tennis),"http://dbpedia.org/resource/Atlanta_,_Georgia http://dbpedia.org/resource/Hotlanta http://dbpedia.org/resource/The_city_in_a_forest http://dbpedia.org/resource/Atlanta,_GA http://dbpedia.org/resource/Atlanta,GA http://dbpedia.org/resource/City_of_Atlanta,_GA. http://dbpedia.org/resource/Population_of_atlanta http://dbpedia.org/resource/Atlanta_ga http://dbpedia.org/resource/Atlanta,_United_States http://dbpedia.org/resource/The_A-T-L http://dbpedia.org/resource/Terminus,_GA http://dbpedia.org/resource/Atlanta,_GA. http://dbpedia.org/resource/The_Big_Peach http://dbpedia.org/resource/UN/LOCODE:USATL http://dbpedia.org/resource/Atlanta_Georgia http://dbpedia.org/resource/Population_of_Atlanta http://dbpedia.org/resource/Atlanta_georgia http://dbpedia.org/resource/Atlanta,_Ga. http://dbpedia.org/resource/Atlanta http://dbpedia.org/resource/Atlanta,_ga http://dbpedia.org/resource/Culture_of_Atlanta http://dbpedia.org/resource/Atlanta,_USA http://dbpedia.org/resource/The_ATL http://dbpedia.org/resource/Atlanta,_Georgia_(U.S._state) http://dbpedia.org/resource/New_York_of_the_South http://dbpedia.org/resource/Atlanta,Ga http://dbpedia.org/resource/Culture_of_Atlanta,_Georgia http://dbpedia.org/resource/Atlanta_GA http://dbpedia.org/resource/City_of_Atlanta http://dbpedia.org/resource/Atlanta,_Georgia,_USA http://dbpedia.org/resource/Atlanta,_Ga http://dbpedia.org/resource/Atlanta_(Ga.) http://dbpedia.org/resource/City_in_a_forest http://dbpedia.org/resource/Atlantans http://dbpedia.org/resource/Atanta,_GA http://dbpedia.org/resource/Atlanta,_Georgia http://dbpedia.org/resource/Terminus,_Georgia http://dbpedia.org/resource/Atlanta,ga http://dbpedia.org/resource/Atlanta_(GA) http://dbpedia.org/resource/Marthasville,_GA"
1,47,Hampton,http://dbpedia.org/resource/Hampton_Grand_Prix,"http://dbpedia.org/resource/Hampton,_Va. http://dbpedia.org/resource/Hampton_VA http://dbpedia.org/resource/Hampton_(VA) http://dbpedia.org/resource/UN/LOCODE:USHNV http://dbpedia.org/resource/City_of_Hampton,_Virginia http://dbpedia.org/resource/Hampton,_Virginia http://dbpedia.org/resource/History_of_Hampton,_Virginia http://dbpedia.org/resource/Hampton_County,_Virginia http://dbpedia.org/resource/Hampton,_VA http://dbpedia.org/resource/Va_hampton http://dbpedia.org/resource/Hampton_city,_Virginia http://dbpedia.org/resource/Hampton_City_Public_Schools http://dbpedia.org/resource/VA_Hampton http://dbpedia.org/resource/Hampton,_va"
1,48,Charlotte,http://dbpedia.org/resource/Charlotte_Sting,"http://dbpedia.org/resource/Government_of_Charlotte,_North_Carolina http://dbpedia.org/resource/UN/LOCODE:USNCH http://dbpedia.org/resource/Charlotte_nc http://dbpedia.org/resource/Charlotte http://dbpedia.org/resource/Charlotte-Mecklenburg,_North_Carolina http://dbpedia.org/resource/Providence_Chrisian_School_(Charlotte) http://dbpedia.org/resource/Climate_of_Charlotte,_NC http://dbpedia.org/resource/City_of_Charlotte http://dbpedia.org/resource/History_of_Charlotte,_North_Carolina http://dbpedia.org/resource/Charlotte,_USA http://dbpedia.org/resource/North_Charlotte,_North_Carolina http://dbpedia.org/resource/Charlote http://dbpedia.org/resource/Charlette http://dbpedia.org/resource/Charlotte_(NC) http://dbpedia.org/resource/Charlotte,_NC http://dbpedia.org/resource/Charlotte,_nc http://dbpedia.org/resource/List_of_hospitals_in_Charlotte,_North_Carolina http://dbpedia.org/resource/Providence_Christian_School,_Charlotte http://dbpedia.org/resource/Charlotte_Zoo http://dbpedia.org/resource/Charlotte_-_Mecklenburg,_North_Carolina http://dbpedia.org/resource/Climate_in_Charlotte http://dbpedia.org/resource/Charlotte,_United_States http://dbpedia.org/resource/UN/LOCODE:USCLT http://dbpedia.org/resource/Charlotte,_N.C. http://dbpedia.org/resource/Charlotte,_North_Carolina http://dbpedia.org/resource/Climate_in_Charlotte,_North_Carolina http://dbpedia.org/resource/Charlotte,_N._C."
1,49,Nashville,http://dbpedia.org/resource/Virginia_Slims_of_Nashville,"http://dbpedia.org/resource/Nashville_(AFL) http://dbpedia.org/resource/Nashville-Davidson http://dbpedia.org/resource/Nashville_Tennessee http://dbpedia.org/resource/Nashville-Davidson_(city),_Davidson_County,_Tennessee http://dbpedia.org/resource/Nashville_neighborhoods http://dbpedia.org/resource/Nashville,_Tenn. http://dbpedia.org/resource/Nashville-Davidson,_TN http://dbpedia.org/resource/North_Nashville http://dbpedia.org/resource/Nashville_Tenn http://dbpedia.org/resource/Nashville-Davidson_(city),_TN http://dbpedia.org/resource/Businesses_in_Nashville http://dbpedia.org/resource/Nashville-Davidson_County http://dbpedia.org/resource/Nashville_(TN) http://dbpedia.org/resource/Little_kurdistan http://dbpedia.org/resource/Capital_of_Tennessee http://dbpedia.org/resource/Nashville http://dbpedia.org/resource/Nashville_tn http://dbpedia.org/resource/Nashville,_tn http://dbpedia.org/resource/Nashville-Davidson_(city),_Tennessee http://dbpedia.org/resource/Nashvillian http://dbpedia.org/resource/Music_City_USA http://dbpedia.org/resource/Downtown_Nashville http://dbpedia.org/resource/Nashville_&_Davidson_County,_Tennessee http://dbpedia.org/resource/Neighborhoods_of_Nashville http://dbpedia.org/resource/Nashville,_United_States http://dbpedia.org/resource/South_Nashville http://dbpedia.org/resource/Nashville-Davidson,_Tennessee http://dbpedia.org/resource/Nash_Vegas http://dbpedia.org/resource/Nashville_Neighborhoods http://dbpedia.org/resource/City_of_Nashville http://dbpedia.org/resource/Nashville,_USA http://dbpedia.org/resource/The_weather_in_Nashville http://dbpedia.org/resource/Nashville,_TN,_USA http://dbpedia.org/resource/Nashville,_Tennessee http://dbpedia.org/resource/Protestant_vatican http://dbpedia.org/resource/West_Nashville http://dbpedia.org/resource/Cashville,_Tennessee http://dbpedia.org/resource/Metropolitan_Government_of_Nashville_and_Davidson_County http://dbpedia.org/resource/Little_Kurdistan http://dbpedia.org/resource/Nashville,_TN http://dbpedia.org/resource/Nashville,_Tennesee http://dbpedia.org/resource/Nashville-Davidson_(city),_Davidson_County,_TN"
1,50,Birmingham,http://dbpedia.org/resource/Birmingham_Classic_(tennis),"http://dbpedia.org/resource/Birmingham,_U.S. http://dbpedia.org/resource/Birmingham,_Ala. http://dbpedia.org/resource/Birmingham,_AL http://dbpedia.org/resource/Birmingham_(Alabama) http://dbpedia.org/resource/Birmingham_(AL) http://dbpedia.org/resource/Wylam,_Alabama http://dbpedia.org/resource/Birmingham,_US http://dbpedia.org/resource/Birmingham,_Alabama,_USA http://dbpedia.org/resource/Birmingham,_Al http://dbpedia.org/resource/Downtown_Birmingham,_Alabama http://dbpedia.org/resource/Birmingham,_Alabama http://dbpedia.org/resource/Birmingham_alabama http://dbpedia.org/resource/Birmingham_(U.S.) http://dbpedia.org/resource/UN/LOCODE:USBHM http://dbpedia.org/resource/Pratt_City,_Alabama http://dbpedia.org/resource/Schaeffer_Eye_Center_Crawfish_Boil http://dbpedia.org/resource/Birmingham,_al http://dbpedia.org/resource/Burmingham,_AL http://dbpedia.org/resource/Tragic_City http://dbpedia.org/resource/Birmingham,_USA http://dbpedia.org/resource/The_Magic_City_(Birmingham) http://dbpedia.org/resource/Birmingham_(US) http://dbpedia.org/resource/Birmingham_al http://dbpedia.org/resource/Birmingham_(USA) http://dbpedia.org/resource/Burmingham,_Alabama http://dbpedia.org/resource/Tragic_city http://dbpedia.org/resource/History_of_Birmingham,_Alabama http://dbpedia.org/resource/Birmingham,_United_States"
1,51,Richmond,http://dbpedia.org/resource/Virginia_Slims_of_Richmond,"http://dbpedia.org/resource/Culture_of_Richmond,_VA http://dbpedia.org/resource/Richmond,_Virgina http://dbpedia.org/resource/Veritas_classical_christian_school http://dbpedia.org/resource/Culture_of_Richmond,_Virginia http://dbpedia.org/resource/Richmond_(Virginia) http://dbpedia.org/resource/Richmond_(VA) http://dbpedia.org/resource/Richmond,_VA http://dbpedia.org/resource/Richmond_VA http://dbpedia.org/resource/The_Mond http://dbpedia.org/resource/Richmond,_Virginia,_USA http://dbpedia.org/resource/Richmond,_Virginia_(City) http://dbpedia.org/resource/St._Bridget_School http://dbpedia.org/resource/Richmond,_Virginia http://dbpedia.org/resource/Richmond_va http://dbpedia.org/resource/Richmond_Virginia http://dbpedia.org/resource/Richmond_(Va.) http://dbpedia.org/resource/UN/LOCODE:USRIC http://dbpedia.org/resource/Music_of_Richmond,_Virginia http://dbpedia.org/resource/City_of_Richmond,_Virginia http://dbpedia.org/resource/Richmond,_Va http://dbpedia.org/resource/Richmond,_Va. http://dbpedia.org/resource/Veritas_Classical_Christian_School http://dbpedia.org/resource/Richmond,_va http://dbpedia.org/resource/Richmond_(Independent_City),_Virginia http://dbpedia.org/resource/Richmond_city,_Virginia http://dbpedia.org/resource/Capital_of_Virginia http://dbpedia.org/resource/Richmond_virginia"
1,52,Raleigh,http://it.dbpedia.org/resource/Raleigh_Challenger,"http://dbpedia.org/resource/History_of_Raleigh,_North_Carolina http://dbpedia.org/resource/Downtown_Raleigh http://dbpedia.org/resource/Downtown_Raleigh,_North_Carolina http://dbpedia.org/resource/Raliegh http://dbpedia.org/resource/The_Magellan_Charter_School http://dbpedia.org/resource/Raleigh http://dbpedia.org/resource/Capital_of_North_Carolina http://dbpedia.org/resource/City_of_Raleigh http://dbpedia.org/resource/Raleigh_(NC) http://dbpedia.org/resource/Raleigh,_nc http://dbpedia.org/resource/Raleigh_north_carolina http://dbpedia.org/resource/Raleigh,_North_Carolina http://dbpedia.org/resource/Raleigh,_NC http://dbpedia.org/resource/City_of_Oaks http://dbpedia.org/resource/Raliegh,_NC http://dbpedia.org/resource/Citizens_Advisory_Council_(CAC) http://dbpedia.org/resource/Raleigh_nc http://dbpedia.org/resource/Raleigh,_N.C. http://dbpedia.org/resource/UN/LOCODE:USRAG http://dbpedia.org/resource/Raliegh,_North_Carolina http://dbpedia.org/resource/Capital_Boulevard"
1,53,Roanoke,http://dbpedia.org/resource/Roanoke_International_Tennis_Tournament,"http://dbpedia.org/resource/Roanoke._Virgina http://dbpedia.org/resource/City_of_Roanoke http://dbpedia.org/resource/City_of_Roanoke,_Virginia http://dbpedia.org/resource/Roanoke,_Virgina http://dbpedia.org/resource/The_Roanoker http://dbpedia.org/resource/History_of_Roanoke,_Virginia http://dbpedia.org/resource/Roanoke_(city,_Virginia) http://dbpedia.org/resource/Big_Lick,_VA http://dbpedia.org/resource/Roanoke_virginia http://dbpedia.org/resource/UN/LOCODE:USROA http://dbpedia.org/resource/Big_Lick,_Virginia http://dbpedia.org/resource/Roanoke,_VA http://dbpedia.org/resource/Roanoke_(VA) http://dbpedia.org/resource/Roanoke,_Va. http://dbpedia.org/resource/Roanoke_City_Public_Schools http://dbpedia.org/resource/Roanoke,_Virginia http://dbpedia.org/resource/Northside_Middle_School_(Roanoke,_Virginia)"
1,55,Sunrise,http://dbpedia.org/resource/BMW_Tennis_Championship,"http://dbpedia.org/resource/City_of_Sunrise,_Florida http://dbpedia.org/resource/City_of_Sunrise,_FL http://dbpedia.org/resource/Sunrise,_Broward_County,_FL http://dbpedia.org/resource/UN/LOCODE:USXUN http://dbpedia.org/resource/Sunrise,_Broward_County,_Florida http://dbpedia.org/resource/Sunrise,_Fl http://dbpedia.org/resource/Sunrise,_Florida http://dbpedia.org/resource/Sunrise,_FL http://dbpedia.org/resource/Sunrise_Golf_Village,_FL http://dbpedia.org/resource/Sunrise_Golf_Village,_Florida"
1,56,Tampa,http://dbpedia.org/resource/Eckerd_Open,"http://dbpedia.org/resource/Flatwoods_Park_Trail http://dbpedia.org/resource/TAMPA,_FL http://dbpedia.org/resource/Tampenos http://dbpedia.org/resource/Tampa,_FL http://dbpedia.org/resource/Tampeña http://dbpedia.org/resource/Tampeno http://dbpedia.org/resource/UN/LOCODE:USTPA http://dbpedia.org/resource/Tampa_(FL) http://dbpedia.org/resource/Flatwoods_Park http://dbpedia.org/resource/Tampa,_USA http://dbpedia.org/resource/Tampa http://dbpedia.org/resource/Tampa,_Fl http://dbpedia.org/resource/Tampa_fl http://dbpedia.org/resource/Tampeño http://dbpedia.org/resource/Tampa,_Florida,_USA http://dbpedia.org/resource/Tampa,_Florida http://dbpedia.org/resource/Tampeños http://dbpedia.org/resource/Tampa_florida http://dbpedia.org/resource/Tampa,_Fla. http://dbpedia.org/resource/Tampa_Latin http://dbpedia.org/resource/City_of_Tampa"
1,57,Orlando,http://dbpedia.org/resource/Verizon_Tennis_Challenge,"http://dbpedia.org/resource/Orlando,_fl http://dbpedia.org/resource/Orlando,_FL http://dbpedia.org/resource/Orlando,_Florida,_USA http://dbpedia.org/resource/Orlando,_Florida http://dbpedia.org/resource/The_weather_in_orlando http://dbpedia.org/resource/Orlando,Florida http://dbpedia.org/resource/East_Orlando,_FL http://dbpedia.org/resource/Orlando_Police_Department_(Florida) http://dbpedia.org/resource/Orlando_(FL) http://dbpedia.org/resource/Orlando,_Florida_Police_Department http://dbpedia.org/resource/History_of_Orlando,_Florida http://dbpedia.org/resource/Orlando_FL http://dbpedia.org/resource/The_City_Beautiful http://dbpedia.org/resource/City_of_Orlando http://dbpedia.org/resource/East_Orlando,_Florida http://dbpedia.org/resource/Orlando_fl http://dbpedia.org/resource/Orlando_florida http://dbpedia.org/resource/Orlando,_USA http://dbpedia.org/resource/Eastwood,_FL http://dbpedia.org/resource/Eastwood,_Florida http://dbpedia.org/resource/East_Orlando http://dbpedia.org/resource/UN/LOCODE:USORL http://dbpedia.org/resource/Orlando,_Fla. http://dbpedia.org/resource/Orlando,_Fl http://dbpedia.org/resource/Orlando"
1,58,Jacksonville,http://dbpedia.org/resource/Jacksonville_Open_(tennis),"http://dbpedia.org/resource/Jacksonville_(FL) http://dbpedia.org/resource/City_of_Jacksonville http://dbpedia.org/resource/Freakville http://dbpedia.org/resource/Jax_fla http://dbpedia.org/resource/32209 http://dbpedia.org/resource/Wacca_Pilatka http://dbpedia.org/resource/Jacksonville,_United_States http://dbpedia.org/resource/Jaxonville http://dbpedia.org/resource/Cowford http://dbpedia.org/resource/Landmark_Middle_School http://dbpedia.org/resource/Jacksonville http://dbpedia.org/resource/Jax_fl http://dbpedia.org/resource/Jacksonville,_Fl http://dbpedia.org/resource/UN/LOCODE:USJAX http://dbpedia.org/resource/Jacksonville,_Fla. http://dbpedia.org/resource/32209_(ZIP_code) http://dbpedia.org/resource/Trinity_Christian_Academy_(Jacksonville,_Florida) http://dbpedia.org/resource/J'ville http://dbpedia.org/resource/Jacksonville,_FL http://dbpedia.org/resource/Jax,_fl http://dbpedia.org/resource/Cowford,_FL http://dbpedia.org/resource/Jacksonville,_Florida http://dbpedia.org/resource/Jacksonville,_USA http://dbpedia.org/resource/Cow_Ford http://dbpedia.org/resource/Jville http://dbpedia.org/resource/Jacksonville,_fl http://dbpedia.org/resource/Cowford,_Florida http://dbpedia.org/resource/Jacksonville_(Florida)"
1,60,Ames,"http://dbpedia.org/resource/Ames,_Pas-de-Calais","http://dbpedia.org/resource/Ames-Boone,_IA_CSA http://dbpedia.org/resource/Ames,_Iowa http://dbpedia.org/resource/Ames,_iowa http://dbpedia.org/resource/Iowa_Ames http://dbpedia.org/resource/Ames_ia http://dbpedia.org/resource/Ames,_Iowa,_United_States http://dbpedia.org/resource/Ames_iowa http://dbpedia.org/resource/Ames_(IA) http://dbpedia.org/resource/UN/LOCODE:USAMW http://dbpedia.org/resource/History_of_Ames,_Iowa http://dbpedia.org/resource/Ames,_IA http://dbpedia.org/resource/Ames,_ia"
1,61,Lincoln,http://it.dbpedia.org/resource/Lincoln_Challenger,"http://dbpedia.org/resource/Irving_Middle_School_Nebraska http://dbpedia.org/resource/UN/LOCODE:USLNK http://dbpedia.org/resource/Lincoln,_Nebraska http://dbpedia.org/resource/Lincoln,_NB http://dbpedia.org/resource/Capital_of_Nebraska http://dbpedia.org/resource/East_Lincoln,_Nebraska http://dbpedia.org/resource/Lincoln_NE http://dbpedia.org/resource/Lincoln,_NB. http://dbpedia.org/resource/Lincoln_(Nebraska) http://dbpedia.org/resource/Lincoln,_ne http://dbpedia.org/resource/Lincoln_(NE) http://dbpedia.org/resource/West_Lincoln,_Nebraska http://dbpedia.org/resource/Havelock,_Nebraska http://dbpedia.org/resource/Lincoln_nebraska http://dbpedia.org/resource/Nebraska_Lincoln http://dbpedia.org/resource/Downtown_Lincoln,_Nebraska http://dbpedia.org/resource/Lincoln_Fire_&_Rescue_Department http://dbpedia.org/resource/Lincoln,_Neb. http://dbpedia.org/resource/Lancaster,_Nebraska http://dbpedia.org/resource/Cathedral_of_the_Risen_Christ_School http://dbpedia.org/resource/Lincoln,_NE"
1,62,Valley Center,"http://dbpedia.org/resource/Valley_Center,_California","http://dbpedia.org/resource/Valley_Center,_KS http://dbpedia.org/resource/Valley_Center,_Kansas http://dbpedia.org/resource/History_of_Valley_Center,_Kansas"
1,63,Columbus,http://dbpedia.org/resource/Columbus_Open,"http://dbpedia.org/resource/Greenfield_Estates http://dbpedia.org/resource/Columbus,Ohio http://dbpedia.org/resource/Columbus_(Ohio) http://dbpedia.org/resource/Government_of_Columbus,_Ohio http://dbpedia.org/resource/Columbus,_OH http://dbpedia.org/resource/Greenfield_estates http://dbpedia.org/resource/Media_in_Columbus,_Ohio http://dbpedia.org/resource/Columbus_OH http://dbpedia.org/resource/Columbus,_ohio http://dbpedia.org/resource/Columbus,_oh http://dbpedia.org/resource/Columbus,_Oh http://dbpedia.org/resource/Columbus_(OH) http://dbpedia.org/resource/City_of_Columbus,_Ohio http://dbpedia.org/resource/Colombus,_Ohio http://dbpedia.org/resource/History_of_Columbus,_Ohio http://dbpedia.org/resource/Columbus_(Ohio,_United_States) http://dbpedia.org/resource/Columbus_oh http://dbpedia.org/resource/UN/LOCODE:USCMH http://dbpedia.org/resource/Columbus_Ohio http://dbpedia.org/resource/Marion_Township,_Franklin_County,_Ohio http://dbpedia.org/resource/Columbus_ohio http://dbpedia.org/resource/Ohio_Columbus http://dbpedia.org/resource/Colombus,_OH http://dbpedia.org/resource/Columbus,_Ohio http://dbpedia.org/resource/Capital_of_Ohio http://dbpedia.org/resource/Columbus_(AFL) http://dbpedia.org/resource/Montgomery_Township,_Franklin_County,_Ohio http://dbpedia.org/resource/Bustown"
1,64,University Park,http://dbpedia.org/resource/University_of_Adelaide,"http://dbpedia.org/resource/University_Park,_Pennsylvania http://dbpedia.org/resource/College_Station,_Pennsylvania http://dbpedia.org/resource/University_Park,_PA http://dbpedia.org/resource/16802 http://dbpedia.org/resource/College_Park,_Pennsylvania http://dbpedia.org/resource/Penn_State_Main"
1,65,Philadelphia,http://dbpedia.org/resource/U.S._Pro_Indoor,"http://dbpedia.org/resource/Philadephia,_Pennsylvania http://dbpedia.org/resource/Philadelphia_(PA) http://dbpedia.org/resource/Philadelphia_(Pa.) http://dbpedia.org/resource/Philadelphia,_U.S. http://dbpedia.org/resource/Philadelphia,_USA http://dbpedia.org/resource/Philadelphia,_Pa. http://dbpedia.org/resource/Philadelphia,_PA http://dbpedia.org/resource/City_of_Philadelphia http://dbpedia.org/resource/PhillyD http://dbpedia.org/resource/Philadelphia_PA http://dbpedia.org/resource/Political_families_of_Philadelphia http://dbpedia.org/resource/The_City_and_County_of_Philadelphia,_Pennsylvania http://dbpedia.org/resource/The_Quaker_City http://dbpedia.org/resource/The_City_that_Bombed_Itself http://dbpedia.org/resource/Philadelphia_City_Controller http://dbpedia.org/resource/Philly http://dbpedia.org/resource/Philadelphia,_Pennsylvania http://dbpedia.org/resource/City_of_Brotherly_Love http://dbpedia.org/resource/Philadelphia_City http://dbpedia.org/resource/The_Cradle_of_Liberty http://dbpedia.org/resource/Philadelphia_Commuter_Rail http://dbpedia.org/resource/Philadelphia http://dbpedia.org/resource/Phillie http://dbpedia.org/resource/Philladelphia http://dbpedia.org/resource/Wiccacoa http://dbpedia.org/resource/Philadelphia,_United_States http://dbpedia.org/resource/Government_of_Philadelphia http://dbpedia.org/resource/Philidelphia http://dbpedia.org/resource/Philadelphia,_Pennsylvania,_U.S. http://dbpedia.org/resource/Phily http://dbpedia.org/resource/Philadelphia_Regional_Rail http://dbpedia.org/resource/Philidalphia http://dbpedia.org/resource/Philadelphia_Pennsylvania http://dbpedia.org/resource/Philadelpia,_PA http://dbpedia.org/resource/Phila. http://dbpedia.org/resource/City_of_brotherly_love http://dbpedia.org/resource/Philadelphia,_Pennsylvania,_US http://dbpedia.org/resource/Philadelphia,_Philadelphia_County,_Pennsylvania http://dbpedia.org/resource/Philadelphia,_Pa http://dbpedia.org/resource/UN/LOCODE:USPHL http://dbpedia.org/resource/Philadelphia_Suburban_Rail http://dbpedia.org/resource/The_city_of_brotherly_love http://dbpedia.org/resource/Phillyd http://dbpedia.org/resource/The_Birthplace_of_America http://dbpedia.org/resource/The_City_of_Brotherly_Love http://dbpedia.org/resource/Philadelphia_(City) http://dbpedia.org/resource/Philadelphia_(Pennsylvania) http://dbpedia.org/resource/Philadelphi http://dbpedia.org/resource/Philadelphia_(city,_Pennsylvania) http://dbpedia.org/resource/Philedelphia http://dbpedia.org/resource/The_City_That_Loves_You_Back http://dbpedia.org/resource/Philadelpia,_Pennsylvania http://dbpedia.org/resource/List_of_nicknames_for_Philadelphia http://dbpedia.org/resource/Philadelphia,_Pennsylvania,_U.S.A. http://dbpedia.org/resource/Philadelphia,_Pennsylvania,_USA"
1,66,Pittsburgh,http://dbpedia.org/resource/Pittsburgh_Open,"http://dbpedia.org/resource/Pittsburgh,_Pennsylvania,_USA http://dbpedia.org/resource/Fort_du_Quesne http://dbpedia.org/resource/The_City_of_Bridges http://dbpedia.org/resource/East_End_(Pittsburgh) http://dbpedia.org/resource/Pittsburgh,_Pennsylvania,_U.S. http://dbpedia.org/resource/Pittsburgh,_United_States_of_America http://dbpedia.org/resource/Pittsburgh_Style http://dbpedia.org/resource/Pittsburg,_PA http://dbpedia.org/resource/Pittsburgh_Pennsyvania http://dbpedia.org/resource/Da_burgh http://dbpedia.org/resource/Smoky_City http://dbpedia.org/resource/City_of_Pittsburgh http://dbpedia.org/resource/UN/LOCODE:USPIT http://dbpedia.org/resource/Glenwood,_Pennsylvania http://dbpedia.org/resource/Pittsburgh,_Pennsylvania. http://dbpedia.org/resource/The_Burgh http://dbpedia.org/resource/Pittsburgh,_Pa. http://dbpedia.org/resource/Pittsburg,_Pennsylvania http://dbpedia.org/resource/Pittsburgh,_Pa http://dbpedia.org/resource/Pittsburgh,_Allegheny_County,_Pennsylvania http://dbpedia.org/resource/The_Pittsburgh_Style_of_Literature http://dbpedia.org/resource/Pittsburgh,_Pennsylvania,_U.S.A. http://dbpedia.org/resource/Pittsbrugh http://dbpedia.org/resource/Pittsburgh_(pgh) http://dbpedia.org/resource/The_Steel_City http://dbpedia.org/resource/Frick_International_Studies_Academy_Middle_School http://dbpedia.org/resource/Education_in_Pittsburgh http://dbpedia.org/resource/Education_in_pittsburgh http://dbpedia.org/resource/Pittsburgh http://dbpedia.org/resource/Pittsburgh_Frick_6-8_Middle_School http://dbpedia.org/resource/Pittsburgh,_PA http://dbpedia.org/resource/Pittsburgh,_PA. http://dbpedia.org/resource/Pittsburgh,_Pennsylvania,_US http://dbpedia.org/resource/St._Justin's_High_School http://dbpedia.org/resource/Pittsburgh_(Pa.) http://dbpedia.org/resource/Pittsburgh,_USA http://dbpedia.org/resource/Pittsburgh_(PA) http://dbpedia.org/resource/Pittsburgh,_Pennsylvania http://dbpedia.org/resource/Pitsburgh http://dbpedia.org/resource/Climate_of_Pittsburgh,_Pennsylvania http://dbpedia.org/resource/City_of_Bridges"
1,67,Cincinnati,http://dbpedia.org/resource/Cincinnati_Masters,"http://dbpedia.org/resource/Cinncinnati http://dbpedia.org/resource/Cinncinati_Ohio http://dbpedia.org/resource/Cincinnatti_Ohio http://dbpedia.org/resource/Cinncinnati_Ohio http://dbpedia.org/resource/Cincinati,_Ohio http://dbpedia.org/resource/Cincinnati_sister_cities http://dbpedia.org/resource/Blue_Chip_City http://dbpedia.org/resource/Cincinnati_OH http://dbpedia.org/resource/Losantiville http://dbpedia.org/resource/The_Queen_of_the_West http://dbpedia.org/resource/Cinncinnati,_Ohio http://dbpedia.org/resource/Cincinnati,_Ohio,_USA http://dbpedia.org/resource/UN/LOCODE:USCVG http://dbpedia.org/resource/Cincinnatti http://dbpedia.org/resource/Indian_Hill_Middle_School http://dbpedia.org/resource/Cinncinatti_Ohio http://dbpedia.org/resource/Cincinnati_(OH) http://dbpedia.org/resource/Cinncinati http://dbpedia.org/resource/Cinncinati,_Ohio http://dbpedia.org/resource/Cinncinatti http://dbpedia.org/resource/Cinncinatti,_Ohio http://dbpedia.org/resource/Cinncinnatti,_Ohio http://dbpedia.org/resource/Cinncinnatti_Ohio http://dbpedia.org/resource/City_of_Cincinnati http://dbpedia.org/resource/Cincinnati_Rap http://dbpedia.org/resource/Cincinati_Ohio http://dbpedia.org/resource/Cincinnati http://dbpedia.org/resource/Cincinnati,_Oh http://dbpedia.org/resource/Cincinnati,_OH http://dbpedia.org/resource/Cincinnati,_USA http://dbpedia.org/resource/Cincinatti,_OH http://dbpedia.org/resource/Cincinnati_Ohio http://dbpedia.org/resource/Cincinnati_(Ohio) http://dbpedia.org/resource/Sawyer_Point_Yeatman's_Cove http://dbpedia.org/resource/Government_of_Cincinnati,_Ohio http://dbpedia.org/resource/Government_of_Cincinnati http://dbpedia.org/resource/Cincinnati,_O. http://dbpedia.org/resource/Cincinnati,_oh http://dbpedia.org/resource/Cin_City http://dbpedia.org/resource/Cincinatti_Ohio http://dbpedia.org/resource/Cincy http://dbpedia.org/resource/Cincinnatti,_Ohio http://dbpedia.org/resource/Ohio_Cincinnati http://dbpedia.org/resource/Cinncinnatti http://dbpedia.org/resource/Cincinnati,_Ohio http://dbpedia.org/resource/Cinci http://dbpedia.org/resource/The_Blue_Chip_City http://dbpedia.org/resource/Cincinatti http://dbpedia.org/resource/Cincinati http://dbpedia.org/resource/Cincinatti,_Ohio"
1,68,Knoxville,http://dbpedia.org/resource/Knoxville_Challenger,"http://dbpedia.org/resource/Knoxville,_TN http://dbpedia.org/resource/Knoxville,_Tenessee http://dbpedia.org/resource/Knoxville,_Tennessee http://dbpedia.org/resource/Knoxville,_Tenn. http://dbpedia.org/resource/The_weather_in_Knoxville http://dbpedia.org/resource/Downtown_Knoxville,_Tennessee http://dbpedia.org/resource/Knoxville http://dbpedia.org/resource/Knoxville_(TN) http://dbpedia.org/resource/Knoxville_Christmas_in_the_City http://dbpedia.org/resource/Knoxville,_Tennesee http://dbpedia.org/resource/City_of_Knoxville,_Tennessee http://dbpedia.org/resource/The_city_of_Knoxville,_Tennessee http://dbpedia.org/resource/Knoxville_TN http://dbpedia.org/resource/UN/LOCODE:USTYS http://dbpedia.org/resource/37909"
1,69,Charleston,http://dbpedia.org/resource/Charleston_Open,"http://dbpedia.org/resource/UN/LOCODE:USCRW http://dbpedia.org/resource/Charleston_West_Virginia http://dbpedia.org/resource/Charleston,_wv http://dbpedia.org/resource/Charleston,_VA http://dbpedia.org/resource/Charleston,_WV http://dbpedia.org/resource/Capital_of_West_Virginia http://dbpedia.org/resource/Charleston_(city,_West_Virginia) http://dbpedia.org/resource/History_of_Charleston,_West_Virginia http://dbpedia.org/resource/Charleston,_West_Virginia http://dbpedia.org/resource/Charleston,_Virginia http://dbpedia.org/resource/Arlington_Court_Community,_Charleston,_West_Virginia"
